"model.id","tissue","tissue.name","patient.id","drug"
"X.171.biib","X.171.biib","GC","Gastric Cancer","X-171","binimetinib"
"X.171.BK20","X.171.BK20","GC","Gastric Cancer","X-171","BKM120"
"X.171.BY19","X.171.BY19","GC","Gastric Cancer","X-171","BYL719"
"X.171.BY19.HS90","X.171.BY19.HS90","GC","Gastric Cancer","X-171","BYL719 + HSP990"
"X.171.BY19.LJ16","X.171.BY19.LJ16","GC","Gastric Cancer","X-171","BYL719 + LJM716"
"X.171.CL57","X.171.CL57","GC","Gastric Cancer","X-171","CLR457"
"X.171.evus","X.171.evus","GC","Gastric Cancer","X-171","everolimus"
"X.171.fiab","X.171.fiab","GC","Gastric Cancer","X-171","figitumumab"
"X.171.HD01","X.171.HD01","GC","Gastric Cancer","X-171","HDM201"
"X.171.HS90","X.171.HS90","GC","Gastric Cancer","X-171","HSP990"
"X.171.IN80","X.171.IN80","GC","Gastric Cancer","X-171","INC280"
"X.171.LE11","X.171.LE11","GC","Gastric Cancer","X-171","LEE011"
"X.171.LE11.evus","X.171.LE11.evus","GC","Gastric Cancer","X-171","LEE011 + everolimus"
"X.171.LJ16","X.171.LJ16","GC","Gastric Cancer","X-171","LJM716"
"X.171.LJ16.trab","X.171.LJ16.trab","GC","Gastric Cancer","X-171","LJM716 + trastuzumab"
"X.171.LL71","X.171.LL71","GC","Gastric Cancer","X-171","LLM871"
"X.171.trab","X.171.trab","GC","Gastric Cancer","X-171","trastuzumab"
"X.171.uned","X.171.uned","GC","Gastric Cancer","X-171","untreated"
"X.177.BY19.HS90","X.177.BY19.HS90","GC","Gastric Cancer","X-177","BYL719 + HSP990"
"X.177.BY19.LJ16","X.177.BY19.LJ16","GC","Gastric Cancer","X-177","BYL719 + LJM716"
"X.177.evus","X.177.evus","GC","Gastric Cancer","X-177","everolimus"
"X.177.HS90","X.177.HS90","GC","Gastric Cancer","X-177","HSP990"
"X.177.LE11","X.177.LE11","GC","Gastric Cancer","X-177","LEE011"
"X.177.LE11.evus","X.177.LE11.evus","GC","Gastric Cancer","X-177","LEE011 + everolimus"
"X.177.LJ16","X.177.LJ16","GC","Gastric Cancer","X-177","LJM716"
"X.177.uned","X.177.uned","GC","Gastric Cancer","X-177","untreated"
