"model.id","tissue","tissue.name","patient.id","drug"
"X.5438.ceab.enib","X.5438.ceab.enib","CRC","Colorectal Cancer","X-5438","cetuximab + encorafenib"
"X.5438.CG97","X.5438.CG97","CRC","Colorectal Cancer","X-5438","CGM097"
"X.5438.CK20","X.5438.CK20","CRC","Colorectal Cancer","X-5438","CKX620"
"X.5438.CL57","X.5438.CL57","CRC","Colorectal Cancer","X-5438","CLR457"
"X.5438.enib","X.5438.enib","CRC","Colorectal Cancer","X-5438","encorafenib"
"X.5438.HD01","X.5438.HD01","CRC","Colorectal Cancer","X-5438","HDM201"
"X.5438.LE11","X.5438.LE11","CRC","Colorectal Cancer","X-5438","LEE011"
"X.5438.LF27.biib","X.5438.LF27.biib","CRC","Colorectal Cancer","X-5438","LFW527 + binimetinib"
"X.5438.LJ49","X.5438.LJ49","CRC","Colorectal Cancer","X-5438","LJC049"
"X.5438.LK36","X.5438.LK36","CRC","Colorectal Cancer","X-5438","LKA136"
"X.5438.uned","X.5438.uned","CRC","Colorectal Cancer","X-5438","untreated"
"X.5446.5FFU","X.5446.5FFU","CRC","Colorectal Cancer","X-5446","5FU"
"X.5446.biib","X.5446.biib","CRC","Colorectal Cancer","X-5446","binimetinib"
"X.5446.BK20","X.5446.BK20","CRC","Colorectal Cancer","X-5446","BKM120"
"X.5446.BK20.LJ49","X.5446.BK20.LJ49","CRC","Colorectal Cancer","X-5446","BKM120 + LJC049"
"X.5446.BY19","X.5446.BY19","CRC","Colorectal Cancer","X-5446","BYL719"
"X.5446.BY19.biib","X.5446.BY19.biib","CRC","Colorectal Cancer","X-5446","BYL719 + binimetinib"
"X.5446.BY19.ceab","X.5446.BY19.ceab","CRC","Colorectal Cancer","X-5446","BYL719 + cetuximab"
"X.5446.BY19.ceab.enib","X.5446.BY19.ceab.enib","CRC","Colorectal Cancer","X-5446","BYL719 + cetuximab + encorafenib"
"X.5446.BY19.enib","X.5446.BY19.enib","CRC","Colorectal Cancer","X-5446","BYL719 + encorafenib"
"X.5446.BY19.LJ16","X.5446.BY19.LJ16","CRC","Colorectal Cancer","X-5446","BYL719 + LJM716"
"X.5446.ceab","X.5446.ceab","CRC","Colorectal Cancer","X-5446","cetuximab"
"X.5446.ceab.enib","X.5446.ceab.enib","CRC","Colorectal Cancer","X-5446","cetuximab + encorafenib"
"X.5446.CG97","X.5446.CG97","CRC","Colorectal Cancer","X-5446","CGM097"
"X.5446.CK20","X.5446.CK20","CRC","Colorectal Cancer","X-5446","CKX620"
"X.5446.CL57","X.5446.CL57","CRC","Colorectal Cancer","X-5446","CLR457"
"X.5446.enib","X.5446.enib","CRC","Colorectal Cancer","X-5446","encorafenib"
"X.5446.HD01","X.5446.HD01","CRC","Colorectal Cancer","X-5446","HDM201"
"X.5446.LE11","X.5446.LE11","CRC","Colorectal Cancer","X-5446","LEE011"
"X.5446.LF27.biib","X.5446.LF27.biib","CRC","Colorectal Cancer","X-5446","LFW527 + binimetinib"
"X.5446.LJ49","X.5446.LJ49","CRC","Colorectal Cancer","X-5446","LJC049"
"X.5446.LK36","X.5446.LK36","CRC","Colorectal Cancer","X-5446","LKA136"
"X.5446.uned","X.5446.uned","CRC","Colorectal Cancer","X-5446","untreated"
"X.5494.5FFU","X.5494.5FFU","CRC","Colorectal Cancer","X-5494","5FU"
"X.5494.biib","X.5494.biib","CRC","Colorectal Cancer","X-5494","binimetinib"
"X.5494.BK20","X.5494.BK20","CRC","Colorectal Cancer","X-5494","BKM120"
"X.5494.BK20.LJ49","X.5494.BK20.LJ49","CRC","Colorectal Cancer","X-5494","BKM120 + LJC049"
"X.5494.BY19","X.5494.BY19","CRC","Colorectal Cancer","X-5494","BYL719"
"X.5494.BY19.biib","X.5494.BY19.biib","CRC","Colorectal Cancer","X-5494","BYL719 + binimetinib"
"X.5494.BY19.ceab.enib","X.5494.BY19.ceab.enib","CRC","Colorectal Cancer","X-5494","BYL719 + cetuximab + encorafenib"
"X.5494.BY19.enib","X.5494.BY19.enib","CRC","Colorectal Cancer","X-5494","BYL719 + encorafenib"
"X.5494.BY19.LJ16","X.5494.BY19.LJ16","CRC","Colorectal Cancer","X-5494","BYL719 + LJM716"
"X.5494.ceab.enib","X.5494.ceab.enib","CRC","Colorectal Cancer","X-5494","cetuximab + encorafenib"
"X.5494.CG97","X.5494.CG97","CRC","Colorectal Cancer","X-5494","CGM097"
"X.5494.CK20","X.5494.CK20","CRC","Colorectal Cancer","X-5494","CKX620"
"X.5494.CL57","X.5494.CL57","CRC","Colorectal Cancer","X-5494","CLR457"
"X.5494.enib","X.5494.enib","CRC","Colorectal Cancer","X-5494","encorafenib"
"X.5494.HD01","X.5494.HD01","CRC","Colorectal Cancer","X-5494","HDM201"
"X.5494.LE11","X.5494.LE11","CRC","Colorectal Cancer","X-5494","LEE011"
"X.5494.LJ49","X.5494.LJ49","CRC","Colorectal Cancer","X-5494","LJC049"
"X.5494.LK36","X.5494.LK36","CRC","Colorectal Cancer","X-5494","LKA136"
"X.5494.uned","X.5494.uned","CRC","Colorectal Cancer","X-5494","untreated"
"X.5495.5FFU","X.5495.5FFU","CRC","Colorectal Cancer","X-5495","5FU"
"X.5495.biib","X.5495.biib","CRC","Colorectal Cancer","X-5495","binimetinib"
"X.5495.BK20","X.5495.BK20","CRC","Colorectal Cancer","X-5495","BKM120"
"X.5495.BK20.LJ49","X.5495.BK20.LJ49","CRC","Colorectal Cancer","X-5495","BKM120 + LJC049"
"X.5495.BY19","X.5495.BY19","CRC","Colorectal Cancer","X-5495","BYL719"
"X.5495.BY19.biib","X.5495.BY19.biib","CRC","Colorectal Cancer","X-5495","BYL719 + binimetinib"
"X.5495.BY19.ceab","X.5495.BY19.ceab","CRC","Colorectal Cancer","X-5495","BYL719 + cetuximab"
"X.5495.BY19.ceab.enib","X.5495.BY19.ceab.enib","CRC","Colorectal Cancer","X-5495","BYL719 + cetuximab + encorafenib"
"X.5495.BY19.enib","X.5495.BY19.enib","CRC","Colorectal Cancer","X-5495","BYL719 + encorafenib"
"X.5495.BY19.LJ16","X.5495.BY19.LJ16","CRC","Colorectal Cancer","X-5495","BYL719 + LJM716"
"X.5495.ceab","X.5495.ceab","CRC","Colorectal Cancer","X-5495","cetuximab"
"X.5495.ceab.enib","X.5495.ceab.enib","CRC","Colorectal Cancer","X-5495","cetuximab + encorafenib"
"X.5495.CG97","X.5495.CG97","CRC","Colorectal Cancer","X-5495","CGM097"
"X.5495.CK20","X.5495.CK20","CRC","Colorectal Cancer","X-5495","CKX620"
"X.5495.CL57","X.5495.CL57","CRC","Colorectal Cancer","X-5495","CLR457"
"X.5495.enib","X.5495.enib","CRC","Colorectal Cancer","X-5495","encorafenib"
"X.5495.HD01","X.5495.HD01","CRC","Colorectal Cancer","X-5495","HDM201"
"X.5495.LE11","X.5495.LE11","CRC","Colorectal Cancer","X-5495","LEE011"
"X.5495.LF27.biib","X.5495.LF27.biib","CRC","Colorectal Cancer","X-5495","LFW527 + binimetinib"
"X.5495.LJ49","X.5495.LJ49","CRC","Colorectal Cancer","X-5495","LJC049"
"X.5495.LK36","X.5495.LK36","CRC","Colorectal Cancer","X-5495","LKA136"
"X.5495.uned","X.5495.uned","CRC","Colorectal Cancer","X-5495","untreated"
"X.5536.LF27.biib","X.5536.LF27.biib","CRC","Colorectal Cancer","X-5536","LFW527 + binimetinib"
"X.5578.5FFU","X.5578.5FFU","CRC","Colorectal Cancer","X-5578","5FU"
"X.5578.biib","X.5578.biib","CRC","Colorectal Cancer","X-5578","binimetinib"
"X.5578.BK20","X.5578.BK20","CRC","Colorectal Cancer","X-5578","BKM120"
"X.5578.BK20.LJ49","X.5578.BK20.LJ49","CRC","Colorectal Cancer","X-5578","BKM120 + LJC049"
"X.5578.BY19","X.5578.BY19","CRC","Colorectal Cancer","X-5578","BYL719"
"X.5578.BY19.biib","X.5578.BY19.biib","CRC","Colorectal Cancer","X-5578","BYL719 + binimetinib"
"X.5578.BY19.ceab","X.5578.BY19.ceab","CRC","Colorectal Cancer","X-5578","BYL719 + cetuximab"
"X.5578.BY19.ceab.enib","X.5578.BY19.ceab.enib","CRC","Colorectal Cancer","X-5578","BYL719 + cetuximab + encorafenib"
"X.5578.BY19.enib","X.5578.BY19.enib","CRC","Colorectal Cancer","X-5578","BYL719 + encorafenib"
"X.5578.BY19.LJ16","X.5578.BY19.LJ16","CRC","Colorectal Cancer","X-5578","BYL719 + LJM716"
"X.5578.ceab","X.5578.ceab","CRC","Colorectal Cancer","X-5578","cetuximab"
"X.5578.ceab.enib","X.5578.ceab.enib","CRC","Colorectal Cancer","X-5578","cetuximab + encorafenib"
"X.5578.CG97","X.5578.CG97","CRC","Colorectal Cancer","X-5578","CGM097"
"X.5578.CK20","X.5578.CK20","CRC","Colorectal Cancer","X-5578","CKX620"
"X.5578.CL57","X.5578.CL57","CRC","Colorectal Cancer","X-5578","CLR457"
"X.5578.enib","X.5578.enib","CRC","Colorectal Cancer","X-5578","encorafenib"
"X.5578.HD01","X.5578.HD01","CRC","Colorectal Cancer","X-5578","HDM201"
"X.5578.LE11","X.5578.LE11","CRC","Colorectal Cancer","X-5578","LEE011"
"X.5578.LJ49","X.5578.LJ49","CRC","Colorectal Cancer","X-5578","LJC049"
"X.5578.LK36","X.5578.LK36","CRC","Colorectal Cancer","X-5578","LKA136"
"X.5578.uned","X.5578.uned","CRC","Colorectal Cancer","X-5578","untreated"
